Recording	Participant	Timeline	TOI	Interval	Media	AOI	post	pre	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 23			4	6912	209	83	466	33	269667	167	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.00862	6562	205	83	466	32	269667	167	3.01145	8194	512	83	2615	16	269667	167	8777	549	100	2665	16	269634	200	0			0			15	269634	269834	78.28	242.53													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 24			4	7095	187	67	650	38	282874	100	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.05031	6629	195	67	650	34	282874	100	3.04776	8061	448	100	1449	18	282874	100	8760	487	133	1466	18	282841	133	0			0			15	282841	288048	172.15	358.22													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 25			4	21052	234	17	666	90	375360	17	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		2.99941	20269	241	67	666	84	375427	167	3.0006	26815	1915	350	7445	14	375360	7445	27381	1956	383	7445	14	375360	7445	0			0			61	383905	382806	468.8	481.38													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 26			4	2698	193	100	366	14	394964	200	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		2.98888	2698	193	100	366	14	394964	200	2.98888	2998	500	150	1299	6	394964	633	3314	552	200	1366	6	394930	666	0			0			8	394930	395596	107.44	172.76													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 27			4	3564	210	83	350	17	396163	133	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		2.97973	3564	210	83	350	17	396163	133	2.97973	3914	489	217	766	8	396163	533	4314	539	250	816	8	396113	583	0			0			9	396113	396696	76.26	548.67													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 28			4	0				0			"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"			0				0				0				0			0				0			0			0			0																	
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 29			4	350	175	150	200	2	394964	200	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		2.95479	350	175	150	200	2	394964	200	2.95479	350	175	150	200	2	394964	200	433	217	200	233	2	394930	233	0			0			0	394930	395163	107.44	158.21													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 30			4	1083	180	100	283	6	395180	183	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		2.99801	1083	180	100	283	6	395180	183	2.99801	1149	287	183	416	4	395180	416	1299	325	233	433	4	395163	433	0			0			2	395163	395596	158.21	172.76													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 31			4	849	212	100	366	4	406455	366	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		2.99421	849	212	100	366	4	406455	366	2.99421	849	212	100	366	4	406455	366	1066	266	150	416	4	406405	416	0			0			0	406405	406822	385.27	91.21													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 32			4	416	208	200	217	2	408204	200	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		2.98287	416	208	200	217	2	408204	200	2.98287	416	208	200	217	2	408204	200	516	258	233	283	2	408171	233	0			0			0	408171	408404	75.02	181.07													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 33			4	3668	245	37	683	15	382822	200	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.02224	2698	225	133	566	12	382822	200	3.02845	4268	854	37	2248	5	382822	1083	4467	893	104	2265	5	382806	1099	0			0			8	382806	383905	481.38	468.8													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 34			4	2931	195	117	366	15	394081	117	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		2.99422	2931	195	117	366	15	394081	117	2.99422	3364	561	117	1582	6	394081	117	3664	611	167	1632	6	394031	167	0			0			8	394031	394197	204.16	228.37													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 35			4	2298	177	67	283	13	397428	283	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		2.98534	2298	177	67	283	13	397428	283	2.98534	2532	422	200	1266	6	397428	1266	2765	461	233	1316	6	397378	1316	0			0			7	397378	398694	60.62	258.8													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 36			4	13442	249	85	633	54	425040	85	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.16256	12125	253	100	633	48	425175	300	3.15506	15707	1745	433	4648	9	425040	4648	16107	1790	516	4648	9	425040	4648	0			0			39	429955	429689	147.46	69.22													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 37			4	1116	159	67	283	7	441480	183	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.15572	1116	159	67	283	7	441480	183	3.15572	1349	450	83	983	3	441480	983	1432	477	100	1033	3	441430	1033	0			0			3	441430	456220	175.53	123.34													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 38			4	1166	167	67	283	7	436700	200	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.10364	1166	167	67	283	7	436700	200	3.10364	1282	427	67	683	3	436700	533	1399	466	100	733	3	436667	566	0			0			4	436667		63.39														
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 39			4	0				0			"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"			0				0				0				0			0				0			0			0			0																	
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 40			4	466	233	183	283	2	441480	183	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.12385	466	233	183	283	2	441480	183	3.12385	466	233	183	283	2	441480	183	533	266	233	300	2	441430	233	0			0			0	441430	441664	175.53	135.98													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 41			4	583	146	83	250	4	441714	83	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.17577	583	146	83	250	4	441714	83	3.17577	716	358	83	633	2	441714	633	783	391	100	683	2	441664	683	0			0			1	441664	442346	135.98	104.47													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 42			4	67	67	67	67	1	442396	67	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.20329	67	67	67	67	1	442396	67	3.20329	67	67	67	67	1	442396	67	117	117	117	117	1	442346	117	0			0			0	442346		104.47														
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 43			4	0				0			"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"			0				0				0				0			0				0			0			0			0																	
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 44			4	2848	203	100	366	14	434785	100	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.14488	2848	203	100	366	14	434785	100	3.14488	3214	536	150	1166	6	434785	533	3464	577	217	1216	6	434769	550	0			0			8	436001	435318	483.95	213.67													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 45			4	2581	199	117	350	13	434585	133	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.13353	2581	199	117	350	13	434585	133	3.13353	2965	741	133	2248	4	434585	133	3164	791	183	2282	4	434535	183	0			0			9	434535	438449	221.22	87.24													
Recording5	Participant1	Timeline1	Entire Recording	1	Screen Recording Recording5	Rectangle 46			4	2915	194	67	533	15	436284	383	"Rectangle 1,Rectangle 8,Rectangle 26,Rectangle 37,Rectangle 40"		3.08575	2915	194	67	533	15	436284	383	3.08575	3831	766	83	1732	5	436284	383	3997	799	117	1765	5	436267	400	0			0			8	436267	436667	75.29	63.39													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle			1	40204	227	16	716	177	22680	16	"Rectangle 8,Rectangle 46"		2.60366	37840	229	67	716	165	22862	150	2.59638	49930	1664	133	10508	30	22680	10508	51512	1717	200	10508	30	22680	10508	0			0			123	34054	33188	186.34	298.5													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 1			1	22267	237	67	700	94	33205	167	"Rectangle 8,Rectangle 46"		2.53507	22134	238	67	700	93	33205	167	2.53621	25132	811	100	3597	31	33205	167	26614	859	150	3614	31	33188	183	0			0			58	33188	33372	298.5	88.05													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 2			1	6029	251	67	700	24	33205	167	"Rectangle 8,Rectangle 46"		2.49637	5896	256	67	700	23	33205	167	2.49977	6812	757	100	3414	9	33205	167	7162	796	150	3448	9	33188	183	0			0			13	33188	33372	298.5	88.05													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 3			1	5163	258	117	550	20	38401	150	"Rectangle 8,Rectangle 46"		2.54755	5163	258	117	550	20	38401	150	2.54755	5396	360	117	1266	15	38401	150	6112	407	167	1299	15	38385	167	0			0			5	38385	38551	519.88	57.26													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 4			1	7078	253	100	483	28	45480	183	"Rectangle 8,Rectangle 46"		2.58121	7078	253	100	483	28	45480	183	2.58121	7661	479	117	1765	16	45480	183	8327	520	150	1815	16	45446	217	0			0			11	45446	45663	88.18	58.93													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 5			1	3098	194	83	516	16	73259	150	"Rectangle 8,Rectangle 46"		2.49754	3098	194	83	516	16	73259	150	2.49754	3281	328	117	550	10	73259	150	3664	366	167	583	10	73209	200	0			0			6	73209	73409	167.31	42.67													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 6			1	400	133	117	150	3	87932	117	"Rectangle 8,Rectangle 46"		2.52723	400	133	117	150	3	87932	117	2.52723	400	133	117	150	3	87932	117	566	189	183	200	3	87865	183	0			0			0	87865	88048	275.63	93.75													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 7			1	22668	249	67	766	91	112480	68	"Rectangle 8,Rectangle 46"		2.49922	21285	250	67	766	85	112581	283	2.50233	26130	933	133	3147	28	112480	3147	27513	983	150	3147	28	112480	3147	0			0			54	119307	118075	274.82	169.77													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 8			1	32993	250	67	666	132	118125	566	"Rectangle 8,Rectangle 46"		2.59158	31011	250	67	666	124	118125	566	2.58887	38989	1500	117	4347	26	118125	783	40438	1555	167	4397	26	118075	833	0			0			95	118075	118908	169.77	71.6													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 9			1	13607	247	83	566	55	118125	566	"Rectangle 8,Rectangle 46"		2.57543	12624	252	83	566	50	118125	566	2.57359	16072	804	117	3597	20	118125	566	16955	848	167	3614	20	118075	616	0			0			29	118075	118691	169.77	62													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 10			1	10243	277	67	666	37	137394	167	"Rectangle 8,Rectangle 46"		2.67174	9243	272	67	666	34	137394	167	2.67211	11558	722	100	1732	16	137394	167	12241	765	117	1815	16	137328	233	0			0			18	137328	137561	219.65	36.78													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 11			1	5080	231	117	500	22	162726	250	"Rectangle 8,Rectangle 46"		2.53568	5080	231	117	500	22	162726	250	2.53568	5596	430	117	1382	13	162726	616	6162	474	167	1449	13	162693	650	0			0			8	162693	163343	93.12	317.8													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 12			1	4463	235	100	450	19	167906	250	"Rectangle 8,Rectangle 46"		2.50279	4463	235	100	450	19	167906	250	2.50279	4946	707	250	2398	7	167906	250	5296	757	300	2415	7	167856	300	0			0			12	167856	168156	451.49	52.77													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 13			1	133	133	133	133	1	172536	133	"Rectangle 8,Rectangle 46"		2.46625	133	133	133	133	1	172536	133	2.46625	133	133	133	133	1	172536	133	183	183	183	183	1	172486	183	0			0			0	172486	172669	490.16	39.89													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 14			1	174678	299	67	1832	585	187459	150	"Rectangle 8,Rectangle 46"		2.77563	150426	296	67	1832	508	187459	150	2.7688	211663	2679	83	29328	79	187459	29328	215711	2731	150	29378	79	187409	29378	0			0			393	187409	216787	133.81	100.45													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 15			1	650	217	133	316	3	491333	133	"Rectangle 8,Rectangle 46"		3.01814	650	217	133	316	3	491333	133	3.01814	700	350	133	566	2	491333	133	766	383	150	616	2	491317	150	0			0			1	496213	491467	162.22	197.19													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 16			1	3797	223	83	466	17	229362	250	"Rectangle 8,Rectangle 46"		2.70487	3631	227	83	466	16	229362	250	2.70447	3864	276	83	1399	14	229362	250	4530	324	133	1399	14	229295	316	0			0			3	229295	229611	287.13	269.89													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 17			1	0				0			"Rectangle 8,Rectangle 46"			0				0				0				0			0				0			0			0			0																	
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 18			1	133	133	133	133	1	491333	133	"Rectangle 8,Rectangle 46"		2.89134	133	133	133	133	1	491333	133	2.89134	133	133	133	133	1	491333	133	150	150	150	150	1	491317	150	0			0			0		491467		197.19													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 19			1	0				0			"Rectangle 8,Rectangle 46"			0				0				0				0			0				0			0			0			0																	
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 20			1	0				0			"Rectangle 8,Rectangle 46"			0				0				0				0			0				0			0			0			0																	
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 21			1	0				0			"Rectangle 8,Rectangle 46"			0				0				0				0			0				0			0			0			0																	
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 22			1	15539	268	83	1016	58	225364	150	"Rectangle 8,Rectangle 46"		2.66404	14456	258	83	1016	56	225364	150	2.67546	16638	504	83	1466	33	225364	150	18004	546	117	1499	33	225298	217	0			0			24	225298	225514	167.52	216.91													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 23			1	23750	253	67	783	94	254543	117	"Rectangle 8,Rectangle 46"		2.68774	22001	256	67	783	86	283769	266	2.68494	25682	514	100	2831	50	254543	117	27680	554	117	2848	50	254493	167	0			0			41	254493	284385	362.39	113.53													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 24			1	9910	268	100	700	37	253061	300	"Rectangle 8,Rectangle 46"		2.64663	9910	268	100	700	37	253061	300	2.64663	10443	497	100	1632	21	253061	300	11309	539	133	1649	21	252994	366	0			0			15	252994	369307	132.9	80.86													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 25			1	31261	279	67	1832	112	501077	150	"Rectangle 8,Rectangle 46"		2.74153	24899	274	67	1832	91	501260	350	2.74133	39298	1637	133	10770	24	501077	1332	40413	1684	200	10820	24	501077	1332	0			0			66	503092	502409	271.89	147.55													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 26			1	383	192	150	233	2	559194	233	"Rectangle 8,Rectangle 46"		2.71748	383	192	150	233	2	559194	233	2.71748	383	192	150	233	2	559194	233	516	258	233	283	2	559145	283	0			0			0	559145	559428	257.55	39.11													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 27			1	1715	172	67	316	10	525670	217	"Rectangle 8,Rectangle 46"		2.64313	1715	172	67	316	10	525670	217	2.64313	1832	262	100	550	7	525670	550	2165	309	133	600	7	525620	600	0			0			3	525620	526220	107.86	299.24													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 28			1	0				0			"Rectangle 8,Rectangle 46"			0				0				0				0			0				0			0			0			0																	
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 29			1	0				0			"Rectangle 8,Rectangle 46"			0				0				0				0			0				0			0			0			0																	
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 30			1	0				0			"Rectangle 8,Rectangle 46"			0				0				0				0			0				0			0			0			0																	
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 31			1	233	233	233	233	1	559194	233	"Rectangle 8,Rectangle 46"		2.67904	233	233	233	233	1	559194	233	2.67904	233	233	233	233	1	559194	233	283	283	283	283	1	559145	283	0			0			0	559145	559428	257.55	39.11													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 32			1	150	150	150	150	1	561593	150	"Rectangle 8,Rectangle 46"		2.77727	150	150	150	150	1	561593	150	2.77727	150	150	150	150	1	561593	150	233	233	233	233	1	561510	233	0			0			0	561510	561743	445.12	120.16													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 33			1	8627	270	67	700	32	500960	100	"Rectangle 8,Rectangle 46"		2.62369	8377	289	117	700	29	517843	133	2.62082	9193	707	83	1982	13	500960	100	9793	753	100	2032	13	500960	100	0			0			19	517793	517976	148.73	57.92													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 34			1	5230	227	83	566	23	531816	566	"Rectangle 8,Rectangle 46"		2.63325	5080	231	83	566	22	531816	566	2.635	5629	469	167	966	12	531816	816	6029	502	200	983	12	531783	849	0			0			11	531783	532632	70.79	187.56													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 35			1	2082	208	67	400	10	540524	167	"Rectangle 8,Rectangle 46"		2.62272	2082	208	67	400	10	540524	167	2.62272	2115	235	67	400	9	540524	167	2465	274	83	433	9	540491	200	0			0			1	540491	540691	74.27	56.41													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 36			1	68629	255	44	1449	269	574720	44	"Rectangle 8,Rectangle 46"		2.78592	61723	264	67	1449	234	574814	533	2.78019	83999	1500	117	24907	56	574720	24907	86947	1553	167	24907	56	574720	24907	0			0			164	599960	599627	47.26	208.93													
Recording17	Participant4	Timeline1	My Time of Interest 001	1	Screen Recording Recording17	Rectangle 37			1	566	189	117	250	3	700538	250	"Rectangle 8,Rectangle 46"		2.88483	566	189	117	250	3	700538	250	2.88483	600	300	200	400	2	700538	400	700	350	250	450	2	700488	450	0			0			1	700488	700937	253.4	96.56													
